;Season;Experiment;Period;Institute;Model;Model Id;Ensemble;RCM Ver;TAS celsius;PR mm.year;TAS diff;PR diff;Previous Study
120;ANN;rcp45;2031-2060;GERICS;ICHEC-EC-EARTH;REMO2015;r1i1p1;v1;4.65278632666525;1128.0058347908946;;;False
121;ANN;rcp45;2031-2060;GERICS;MOHC-HadGEM2-ES;REMO2015;r1i1p1;v1;6.144954935150622;1167.227090584312;;;False
122;ANN;rcp45;2031-2060;GERICS;NCC-NorESM1-M;REMO2015;r1i1p1;v1;4.56809738404047;1152.3414468995868;2.0195922180699313;6.707676273120065;False
123;ANN;rcp45;2031-2060;IPSL;IPSL-IPSL-CM5A-MR;WRF381P;r1i1p1;v1;3.014816443174368;873.0135045541095;3.253572213673351;12.560190220288735;False
124;ANN;rcp45;2031-2060;KNMI;CNRM-CERFACS-CNRM-CM5;RACMO22E;r1i1p1;v2;2.6650142888547066;874.9000662472201;2.2197460980435153;4.9948144619446015;False
125;ANN;rcp45;2031-2060;KNMI;ICHEC-EC-EARTH;RACMO22E;r12i1p1;v1;2.9742855572653752;938.9851714234007;2.14981314574635;4.945749298816972;False
126;ANN;rcp45;2031-2060;KNMI;ICHEC-EC-EARTH;RACMO22E;r1i1p1;v1;2.871625632007067;941.221651545617;2.163085293471113;5.176084935786552;True
127;ANN;rcp45;2031-2060;KNMI;MOHC-HadGEM2-ES;RACMO22E;r1i1p1;v2;4.552214772477498;1010.035772490276;2.8721147504946316;9.100733173145365;False
128;ANN;rcp45;2031-2060;MPI-CSC;MPI-M-MPI-ESM-LR;REMO2009;r1i1p1;v1;4.285974939547202;1034.3084302937023;1.5514123983293189;3.223653939400196;True
129;ANN;rcp45;2031-2060;MPI-CSC;MPI-M-MPI-ESM-LR;REMO2009;r2i1p1;v1;4.571394812046606;1064.663362995717;1.7566223345789922;3.294192218045569;False
130;ANN;rcp45;2031-2060;RMIB-UGent;CNRM-CERFACS-CNRM-CM5;ALARO-0;r1i1p1;v1;1.9099032754451741;831.1086793605195;1.7101011211255468;4.721443384855128;False
131;ANN;rcp45;2031-2060;SMHI;CNRM-CERFACS-CNRM-CM5;RCA4;r1i1p1;v1;2.640283578808578;1002.7102275926168;1.9798307320290291;7.493134775603031;True
132;ANN;rcp45;2031-2060;SMHI;ICHEC-EC-EARTH;RCA4;r12i1p1;v1;3.037678610683713;1083.5409712230642;2.3090789184436176;6.545767843195292;True
133;ANN;rcp45;2031-2060;SMHI;IPSL-IPSL-CM5A-MR;RCA4;r1i1p1;v1;2.531660804572482;1061.058117756872;2.768520553967903;15.182035788512415;True
134;ANN;rcp45;2031-2060;SMHI;MOHC-HadGEM2-ES;RCA4;r1i1p1;v1;4.821971861947702;1163.7474438362683;2.7875906792701812;9.937701743753529;True
135;ANN;rcp45;2031-2060;SMHI;MPI-M-MPI-ESM-LR;RCA4;r1i1p1;v1a;3.728984392174141;1125.3757093575898;1.3665640800176106;4.4602337277924855;True
136;ANN;rcp45;2031-2060;SMHI;NCC-NorESM1-M;RCA4;r1i1p1;v1;3.111211255220951;1101.556963466188;2.145416575071465;5.931346956076739;False
137;ANN;rcp45;2071-2100;CLMcom;CNRM-CERFACS-CNRM-CM5;CCLM4-8-17;r1i1p1;v1;4.202302703891007;809.2054396703967;2.744998900857354;8.911224726530536;True
138;ANN;rcp45;2071-2100;CLMcom;ICHEC-EC-EARTH;CCLM4-8-17;r12i1p1;v1;4.453649153660194;926.0804692030634;2.824741701472874;6.923602443106252;True
139;ANN;rcp45;2071-2100;CLMcom;MOHC-HadGEM2-ES;CCLM4-8-17;r1i1p1;v1;6.224010771598159;944.530318948981;3.771240932072942;10.758926588089624;False
140;ANN;rcp45;2071-2100;CLMcom;MPI-M-MPI-ESM-LR;CCLM4-8-17;r1i1p1;v1;4.69815344031656;1020.1882654767845;2.311771817981935;10.230481515829425;True
141;ANN;rcp45;2071-2100;CNRM;CNRM-CERFACS-CNRM-CM5;ALADIN53;r1i1p1;v1;3.764602282094984;915.4461535287968;3.1173666259068114;12.287853980863208;False
142;ANN;rcp45;2071-2100;CNRM;CNRM-CERFACS-CNRM-CM5;ALADIN63;r1i1p1;v2;4.800043965706777;1032.5693822190065;2.8727192789623928;7.235076595724134;False
143;ANN;rcp45;2071-2100;DMI;ICHEC-EC-EARTH;HIRHAM5;r3i1p1;v2;4.763387557705016;1166.4238804826423;2.8742855572653525;7.73028396452951;True
144;ANN;rcp45;2071-2100;DMI;MOHC-HadGEM2-ES;HIRHAM5;r1i1p1;v2;6.700846339854934;1242.0483340795656;3.797070784787877;9.172078394087151;False
145;ANN;rcp45;2071-2100;DMI;NCC-NorESM1-M;HIRHAM5;r1i1p1;v3;4.752863266652014;1293.4355868955683;2.4501813585403056;10.178452961515369;False
146;ANN;rcp45;2071-2100;GERICS;ICHEC-EC-EARTH;REMO2015;r1i1p1;v1;5.314992306001329;1098.6079315768152;;;False
147;ANN;rcp45;2071-2100;GERICS;MOHC-HadGEM2-ES;REMO2015;r1i1p1;v1;7.1477027918223826;1172.628445928242;;;False
148;ANN;rcp45;2071-2100;GERICS;NCC-NorESM1-M;REMO2015;r1i1p1;v1;5.215904594416372;1193.8790903324136;2.667399428445833;10.554092993184994;False
