,Season,Experiment,Period,Institute,Model,Model Id,Ensemble,RCM Ver,TAS celsius,PR mm.day,TAS,PR,TAS variance,PR variance
451,spring,rcp85,2071-2100,SMHI,MPI-M-MPI-ESM-LR,RCA4,r3i1p1,v1,4.939250385,2.87077332,278.0892504,3.32E-05,19.21173953,3.36E-09
452,spring,rcp85,2071-2100,SMHI,NCC-NorESM1-M,RCA4,r1i1p1,v1,3.586425588,2.792252675,276.7364256,3.23E-05,22.8825463,3.31E-09
453,spring,rcp85,2071-2100,UHOH,MPI-M-MPI-ESM-LR,WRF361H,r1i1p1,v1,3.786139811,2.287862851,276.9361398,2.65E-05,21.61316532,3.06E-09
454,summer,historical,1951-2000,CLMcom-ETH,ICHEC-EC-EARTH,COSMO-crCLIM-v1-1,r12i1p1,v1,9.865992526,2.48527051,283.0159925,2.88E-05,7.618790703,3.43E-09
455,summer,historical,1951-2000,CLMcom-ETH,MOHC-HadGEM2-ES,COSMO-crCLIM-v1-1,r1i1p1,v1,10.67941306,2.463534817,283.8294131,2.85E-05,7.401198237,3.29E-09
456,summer,historical,1951-2000,CLMcom-ETH,MPI-M-MPI-ESM-LR,COSMO-crCLIM-v1-1,r1i1p1,v1,10.93334249,2.86082713,284.0833425,3.31E-05,6.735204939,4.09E-09
457,summer,historical,1951-2000,CLMcom-ETH,MPI-M-MPI-ESM-LR,COSMO-crCLIM-v1-1,r2i1p1,v1,10.89286656,2.969030685,284.0428666,3.44E-05,6.256354848,4.32E-09
458,summer,historical,1951-2000,CLMcom-ETH,MPI-M-MPI-ESM-LR,COSMO-crCLIM-v1-1,r3i1p1,v1,10.912816,2.909485433,284.062816,3.37E-05,6.852637599,4.07E-09
459,summer,historical,1951-2000,CLMcom-ETH,NCC-NorESM1-M,COSMO-crCLIM-v1-1,r1i1p1,v1,9.759677951,2.609812556,282.909678,3.02E-05,7.123425135,3.71E-09
460,summer,historical,1951-2000,CLMcom,CNRM-CERFACS-CNRM-CM5,CCLM4-8-17,r1i1p1,v1,11.55707848,1.919408205,284.7070785,2.22E-05,9.211377157,2.43E-09
461,summer,historical,1951-2000,CLMcom,ICHEC-EC-EARTH,CCLM4-8-17,r12i1p1,v1,10.18062211,2.334064959,283.3306221,2.70E-05,8.907923616,2.86E-09
462,summer,historical,1951-2000,CLMcom,MOHC-HadGEM2-ES,CCLM4-8-17,r1i1p1,v1,10.93424929,2.201524329,284.0842493,2.55E-05,8.379255743,2.65E-09
463,summer,historical,1951-2000,CLMcom,MPI-M-MPI-ESM-LR,CCLM4-8-17,r1i1p1,v1,10.73865685,2.694285123,283.8886568,3.12E-05,6.9524419,3.37E-09
464,summer,historical,1951-2000,DMI,CNRM-CERFACS-CNRM-CM5,HIRHAM5,r1i1p1,v2,11.41429985,2.91594764,284.5642998,3.37E-05,9.803841675,5.21E-09
465,summer,historical,1951-2000,DMI,ICHEC-EC-EARTH,HIRHAM5,r12i1p1,v1,9.789712025,2.964699905,282.939712,3.43E-05,8.291782878,4.67E-09
466,summer,historical,1951-2000,DMI,ICHEC-EC-EARTH,HIRHAM5,r1i1p1,v1,9.759925258,3.107840644,282.9099253,3.60E-05,8.481278509,4.94E-09
467,summer,historical,1951-2000,DMI,ICHEC-EC-EARTH,HIRHAM5,r3i1p1,v2,9.880638602,2.948158488,283.0306386,3.41E-05,8.059625055,4.71E-09
468,summer,historical,1951-2000,DMI,MOHC-HadGEM2-ES,HIRHAM5,r1i1p1,v2,10.66031545,2.945696776,283.8103155,3.41E-05,7.942862614,4.57E-09
469,summer,historical,1951-2000,DMI,MPI-M-MPI-ESM-LR,HIRHAM5,r1i1p1,v1,10.89121785,3.276812383,284.0412179,3.79E-05,7.611939094,5.18E-09
470,summer,historical,1951-2000,DMI,NCC-NorESM1-M,HIRHAM5,r1i1p1,v3,9.094641679,2.848174981,282.2446417,3.30E-05,7.372038326,4.42E-09
471,summer,historical,1951-2000,GERICS,CNRM-CERFACS-CNRM-CM5,REMO2015,r1i1p1,v2,11.88209497,2.560219437,285.032095,2.96E-05,9.956389797,3.79E-09
472,summer,historical,1951-2000,GERICS,IPSL-IPSL-CM5A-LR,REMO2015,r1i1p1,v1,8.509787865,2.453372965,281.6597879,2.84E-05,10.44852234,3.26E-09
473,summer,historical,1951-2000,GERICS,IPSL-IPSL-CM5A-MR,REMO2015,r1i1p1,v1,10.52523082,2.474129407,283.6752308,2.86E-05,10.84953853,3.47E-09
474,summer,historical,1951-2000,GERICS,MPI-M-MPI-ESM-LR,REMO2015,r3i1p1,v1,10.64577929,2.670258945,283.7957793,3.09E-05,7.58236958,3.49E-09
475,summer,historical,1951-2000,GERICS,NCC-NorESM1-M,REMO2015,r1i1p1,v1,9.844009672,2.60024816,282.9940097,3.01E-05,6.721909606,3.26E-09
476,summer,historical,1951-2000,GERICS,NOAA-GFDL-GFDL-ESM2G,REMO2015,r1i1p1,v1,9.066750934,2.867523679,282.2167509,3.32E-05,9.709032892,3.82E-09
477,summer,historical,1951-2000,IPSL,CNRM-CERFACS-CNRM-CM5,WRF381P,r1i1p1,v2,12.77267531,2.370208519,285.9226753,2.74E-05,13.1683483,2.44E-09
478,summer,historical,1951-2000,IPSL,ICHEC-EC-EARTH,WRF381P,r12i1p1,v1,10.72728072,2.513221899,283.8772807,2.91E-05,11.29868172,2.54E-09
479,summer,historical,1951-2000,IPSL,IPSL-IPSL-CM5A-MR,WRF381P,r1i1p1,v1,10.81831721,2.254022937,283.9683172,2.61E-05,16.90327201,2.58E-09
480,summer,historical,1951-2000,IPSL,MOHC-HadGEM2-ES,WRF381P,r1i1p1,v1,11.17215872,2.565063899,284.3221587,2.97E-05,11.40064265,2.60E-09
481,summer,historical,1951-2000,IPSL,NCC-NorESM1-M,WRF381P,r1i1p1,v1,9.705737525,2.522323556,282.8557375,2.92E-05,10.52672806,2.63E-09
482,summer,historical,1951-2000,KNMI,CNRM-CERFACS-CNRM-CM5,RACMO22E,r1i1p1,v2,10.5938448,2.222261242,283.7438448,2.57E-05,10.93468259,2.70E-09
483,summer,historical,1951-2000,KNMI,ICHEC-EC-EARTH,RACMO22E,r12i1p1,v1,9.059194328,2.249289843,282.2091943,2.60E-05,8.952290339,2.46E-09
484,summer,historical,1951-2000,KNMI,ICHEC-EC-EARTH,RACMO22E,r1i1p1,v1,8.954555946,2.303183317,282.1045559,2.67E-05,9.104121442,2.49E-09
485,summer,historical,1951-2000,KNMI,ICHEC-EC-EARTH,RACMO22E,r3i1p1,v1,9.258221587,2.249543571,282.4082216,2.60E-05,9.060027788,2.58E-09
486,summer,historical,1951-2000,KNMI,IPSL-IPSL-CM5A-MR,RACMO22E,r1i1p1,v1,9.368300725,2.219186366,282.5183007,2.57E-05,11.49373489,2.77E-09
487,summer,historical,1951-2000,KNMI,MOHC-HadGEM2-ES,RACMO22E,r1i1p1,v2,9.943097384,2.371442205,283.0930974,2.74E-05,8.799675238,2.67E-09
488,summer,historical,1951-2000,KNMI,MPI-M-MPI-ESM-LR,RACMO22E,r1i1p1,v1,10.26781161,2.626664163,283.4178116,3.04E-05,8.057186332,3.07E-09
489,summer,historical,1951-2000,KNMI,NCC-NorESM1-M,RACMO22E,r1i1p1,v1,8.673092987,2.318472935,281.823093,2.68E-05,7.485103182,2.64E-09
490,summer,historical,1951-2000,MOHC,ICHEC-EC-EARTH,HadREM3-GA7-05,r12i1p1,v1,10.39676852,2.776862019,283.5467685,3.21E-05,9.128445125,3.83E-09
491,summer,historical,1951-2000,MOHC,MOHC-HadGEM2-ES,HadREM3-GA7-05,r1i1p1,v1,11.20362168,2.898716502,284.3536217,3.35E-05,7.903922909,3.94E-09
492,summer,historical,1951-2000,MOHC,MPI-M-MPI-ESM-LR,HadREM3-GA7-05,r1i1p1,v1,11.37236755,3.270092061,284.5223676,3.78E-05,9.008647161,4.68E-09
493,summer,historical,1951-2000,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r1i1p1,v1,10.66960321,2.626267085,283.8196032,3.04E-05,7.075827534,3.37E-09
494,summer,historical,1951-2000,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r2i1p1,v1,10.63363377,2.664278156,283.7836338,3.08E-05,6.848449264,3.41E-09
495,summer,historical,1951-2000,SMHI,CNRM-CERFACS-CNRM-CM5,RCA4,r1i1p1,v1,10.22596175,2.769556127,283.3759617,3.21E-05,8.395772079,3.95E-09
496,summer,historical,1951-2000,SMHI,ICHEC-EC-EARTH,RCA4,r12i1p1,v1,8.783611783,2.860480147,281.9336118,3.31E-05,6.616560645,3.70E-09
497,summer,historical,1951-2000,SMHI,ICHEC-EC-EARTH,RCA4,r1i1p1,v1,8.967251044,2.840179086,282.117251,3.29E-05,7.037803638,3.68E-09
498,summer,historical,1951-2000,SMHI,ICHEC-EC-EARTH,RCA4,r3i1p1,v1,8.90693559,2.785974996,282.0569356,3.22E-05,6.716078139,3.57E-09
499,summer,historical,1951-2000,SMHI,IPSL-IPSL-CM5A-MR,RCA4,r1i1p1,v1,8.838239173,2.611304923,281.9882392,3.02E-05,8.507606411,3.67E-09
500,summer,historical,1951-2000,SMHI,MOHC-HadGEM2-ES,RCA4,r1i1p1,v1,9.695020884,2.816231305,282.8450209,3.26E-05,7.080602365,3.50E-09
501,summer,historical,1951-2000,SMHI,MPI-M-MPI-ESM-LR,RCA4,r1i1p1,v1a,10.36082656,3.169104397,283.5108266,3.67E-05,6.45386778,4.28E-09
502,summer,historical,1951-2000,SMHI,MPI-M-MPI-ESM-LR,RCA4,r2i1p1,v1,10.1046164,3.339806806,283.2546164,3.87E-05,6.245183522,4.70E-09
503,summer,historical,1951-2000,SMHI,MPI-M-MPI-ESM-LR,RCA4,r3i1p1,v1,10.27995713,3.364198364,283.4299571,3.89E-05,6.488713179,4.55E-09
504,summer,historical,1951-2000,SMHI,NCC-NorESM1-M,RCA4,r1i1p1,v1,8.510309958,2.898850654,281.66031,3.36E-05,5.904058584,3.91E-09
505,summer,rcp26,2031-2060,CLMcom,ICHEC-EC-EARTH,CCLM4-8-17,r12i1p1,v1,11.40127501,2.476903857,284.551275,2.87E-05,7.70222336,3.20E-09
506,summer,rcp26,2031-2060,CLMcom,MIROC-MIROC5,CCLM4-8-17,r1i1p1,v1,13.46464058,2.096469802,286.6146406,2.43E-05,13.9596005,3.47E-09
507,summer,rcp26,2031-2060,DMI,ICHEC-EC-EARTH,HIRHAM5,r3i1p1,v2,10.71667399,3.090601299,283.866674,3.58E-05,7.291670388,5.19E-09
508,summer,rcp26,2031-2060,GERICS,ICHEC-EC-EARTH,REMO2015,r12i1p1,v1,11.73074302,2.784602064,284.880743,3.22E-05,7.595412453,3.91E-09
509,summer,rcp26,2031-2060,GERICS,IPSL-IPSL-CM5A-LR,REMO2015,r1i1p1,v1,11.19776874,2.769033671,284.3477687,3.20E-05,10.44903756,4.39E-09
510,summer,rcp26,2031-2060,GERICS,MIROC-MIROC5,REMO2015,r1i1p1,v1,13.43460651,2.849320648,286.5846065,3.30E-05,11.45340322,5.30E-09
511,summer,rcp26,2031-2060,GERICS,MOHC-HadGEM2-ES,REMO2015,r1i1p1,v1,13.27033964,2.976144972,286.4203396,3.44E-05,7.210758031,4.60E-09
512,summer,rcp26,2031-2060,GERICS,NCC-NorESM1-M,REMO2015,r1i1p1,v1,11.18117169,2.708378696,284.3311717,3.13E-05,7.241923019,3.77E-09
513,summer,rcp26,2031-2060,GERICS,NOAA-GFDL-GFDL-ESM2G,REMO2015,r1i1p1,v1,10.51635524,3.005502124,283.6663552,3.48E-05,9.305527314,4.24E-09
514,summer,rcp26,2031-2060,KNMI,CNRM-CERFACS-CNRM-CM5,RACMO22E,r1i1p1,v2,11.97813256,2.376171195,285.1281326,2.75E-05,10.40719629,3.15E-09
515,summer,rcp26,2031-2060,KNMI,ICHEC-EC-EARTH,RACMO22E,r12i1p1,v1,10.60978237,2.386861163,283.7597824,2.76E-05,7.752014522,2.63E-09
516,summer,rcp26,2031-2060,KNMI,MOHC-HadGEM2-ES,RACMO22E,r1i1p1,v2,12.36533304,2.719622535,285.515333,3.15E-05,7.886420779,3.56E-09
517,summer,rcp26,2031-2060,KNMI,MPI-M-MPI-ESM-LR,RACMO22E,r1i1p1,v1,11.7806441,2.856053423,284.9306441,3.31E-05,6.870326926,3.64E-09
518,summer,rcp26,2031-2060,KNMI,NCC-NorESM1-M,RACMO22E,r1i1p1,v1,10.03237525,2.551638255,283.1823752,2.95E-05,7.847002775,3.29E-09
519,summer,rcp26,2031-2060,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r1i1p1,v1,12.05699604,2.757798323,285.206996,3.19E-05,6.463427745,3.89E-09
520,summer,rcp26,2031-2060,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r2i1p1,v1,11.7438503,2.611144733,284.8938503,3.02E-05,5.757669096,3.52E-09
521,summer,rcp26,2031-2060,SMHI,ICHEC-EC-EARTH,RCA4,r12i1p1,v1,10.27608266,2.973307691,283.4260827,3.44E-05,6.310215415,3.92E-09
522,summer,rcp26,2031-2060,SMHI,MOHC-HadGEM2-ES,RCA4,r1i1p1,v1,11.95623214,3.273502458,285.1062321,3.79E-05,6.263035145,4.61E-09
523,summer,rcp26,2031-2060,SMHI,MPI-M-MPI-ESM-LR,RCA4,r1i1p1,v1a,11.56537701,3.478289311,284.715377,4.03E-05,5.750353787,4.89E-09
524,summer,rcp26,2031-2060,SMHI,NCC-NorESM1-M,RCA4,r1i1p1,v1,9.869894482,3.011877161,283.0198945,3.49E-05,6.566838608,4.43E-09
525,summer,rcp26,2071-2100,CLMcom,ICHEC-EC-EARTH,CCLM4-8-17,r12i1p1,v1,11.22222466,2.566117584,284.3722247,2.97E-05,8.398794721,3.36E-09
526,summer,rcp26,2071-2100,CLMcom,MIROC-MIROC5,CCLM4-8-17,r1i1p1,v1,13.13907452,2.210677637,286.2890745,2.56E-05,13.41922504,3.61E-09
527,summer,rcp26,2071-2100,DMI,ICHEC-EC-EARTH,HIRHAM5,r3i1p1,v2,11.47079578,3.189824612,284.6207958,3.69E-05,7.573460513,5.43E-09
528,summer,rcp26,2071-2100,GERICS,ICHEC-EC-EARTH,REMO2015,r12i1p1,v1,11.62475819,2.728290321,284.7747582,3.16E-05,7.847806523,3.87E-09
529,summer,rcp26,2071-2100,GERICS,IPSL-IPSL-CM5A-LR,REMO2015,r1i1p1,v1,11.36860299,2.74956469,284.518603,3.18E-05,10.9121244,4.34E-09
530,summer,rcp26,2071-2100,GERICS,MIROC-MIROC5,REMO2015,r1i1p1,v1,13.13923939,2.839708989,286.2892394,3.29E-05,11.24137602,5.19E-09
531,summer,rcp26,2071-2100,GERICS,MOHC-HadGEM2-ES,REMO2015,r1i1p1,v1,13.89286656,2.820192177,287.0428666,3.26E-05,7.457014935,4.63E-09
532,summer,rcp26,2071-2100,GERICS,NCC-NorESM1-M,REMO2015,r1i1p1,v1,11.72090569,2.681743352,284.8709057,3.10E-05,7.520538511,3.91E-09
533,summer,rcp26,2071-2100,GERICS,NOAA-GFDL-GFDL-ESM2G,REMO2015,r1i1p1,v1,9.824582326,2.933729819,282.9745823,3.40E-05,9.117948313,3.97E-09
534,summer,rcp26,2071-2100,KNMI,CNRM-CERFACS-CNRM-CM5,RACMO22E,r1i1p1,v2,11.91927347,2.403350221,285.0692735,2.78E-05,10.30282669,3.20E-09
535,summer,rcp26,2071-2100,KNMI,ICHEC-EC-EARTH,RACMO22E,r12i1p1,v1,10.45315454,2.417086339,283.6031545,2.80E-05,8.303894056,2.67E-09
536,summer,rcp26,2071-2100,KNMI,MOHC-HadGEM2-ES,RACMO22E,r1i1p1,v2,12.83049022,2.595451529,285.9804902,3.00E-05,8.407294186,3.35E-09
537,summer,rcp26,2071-2100,KNMI,MPI-M-MPI-ESM-LR,RACMO22E,r1i1p1,v1,11.63580457,2.905938903,284.7858046,3.36E-05,6.291585805,3.54E-09
538,summer,rcp26,2071-2100,KNMI,NCC-NorESM1-M,RACMO22E,r1i1p1,v1,10.60610024,2.412813295,283.7561002,2.79E-05,8.477135256,3.03E-09
539,summer,rcp26,2071-2100,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r1i1p1,v1,11.90674324,2.78801699,285.0567432,3.23E-05,6.393579375,3.87E-09
540,summer,rcp26,2071-2100,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r2i1p1,v1,11.92094966,2.739074818,285.0709497,3.17E-05,6.683311236,3.75E-09
541,summer,rcp26,2071-2100,SMHI,ICHEC-EC-EARTH,RCA4,r12i1p1,v1,10.14819741,3.089708652,283.2981974,3.58E-05,6.508506763,4.20E-09
542,summer,rcp26,2071-2100,SMHI,MOHC-HadGEM2-ES,RCA4,r1i1p1,v1,12.32441745,3.093104615,285.4744175,3.58E-05,6.215401479,4.37E-09
543,summer,rcp26,2071-2100,SMHI,MPI-M-MPI-ESM-LR,RCA4,r1i1p1,v1a,11.36632227,3.540967034,284.5163223,4.10E-05,5.815693954,5.21E-09
544,summer,rcp26,2071-2100,SMHI,NCC-NorESM1-M,RCA4,r1i1p1,v1,10.26858101,3.00348164,283.418581,3.48E-05,6.808949254,4.56E-09
545,summer,rcp45,2031-2060,CLMcom,CNRM-CERFACS-CNRM-CM5,CCLM4-8-17,r1i1p1,v1,12.87670917,2.178324571,286.0267092,2.52E-05,9.359253923,3.08E-09
546,summer,rcp45,2031-2060,CLMcom,ICHEC-EC-EARTH,CCLM4-8-17,r12i1p1,v1,11.61890525,2.396923391,284.7689053,2.77E-05,7.982368206,3.11E-09
547,summer,rcp45,2031-2060,CLMcom,MOHC-HadGEM2-ES,CCLM4-8-17,r1i1p1,v1,13.25989778,2.351503268,286.4098978,2.72E-05,8.361468523,3.37E-09
548,summer,rcp45,2031-2060,CLMcom,MPI-M-MPI-ESM-LR,CCLM4-8-17,r1i1p1,v1,12.09546604,2.960185162,285.245466,3.43E-05,5.356521523,3.99E-09
549,summer,rcp45,2031-2060,DMI,ICHEC-EC-EARTH,HIRHAM5,r3i1p1,v2,11.47183996,3.222407632,284.62184,3.73E-05,6.935440825,5.64E-09
550,summer,rcp45,2031-2060,DMI,MOHC-HadGEM2-ES,HIRHAM5,r1i1p1,v2,12.97631897,3.141919994,286.126319,3.64E-05,7.228214649,5.86E-09
551,summer,rcp45,2031-2060,DMI,NCC-NorESM1-M,HIRHAM5,r1i1p1,v3,10.95642449,2.875626556,284.1064245,3.33E-05,7.862670711,5.03E-09
552,summer,rcp45,2031-2060,GERICS,ICHEC-EC-EARTH,REMO2015,r1i1p1,v1,11.91067268,2.598210979,285.0606727,3.01E-05,7.857437761,3.78E-09
553,summer,rcp45,2031-2060,GERICS,MOHC-HadGEM2-ES,REMO2015,r1i1p1,v1,13.43221587,2.944071672,286.5822159,3.41E-05,7.160324556,4.69E-09
554,summer,rcp45,2031-2060,GERICS,NCC-NorESM1-M,REMO2015,r1i1p1,v1,11.78946472,2.618906005,284.9394647,3.03E-05,7.620573375,3.84E-09
555,summer,rcp45,2031-2060,IPSL,IPSL-IPSL-CM5A-MR,WRF381P,r1i1p1,v1,13.13868982,2.505213267,286.2886898,2.90E-05,17.16580911,3.12E-09
556,summer,rcp45,2031-2060,KNMI,CNRM-CERFACS-CNRM-CM5,RACMO22E,r1i1p1,v2,12.34079468,2.485865419,285.4907947,2.88E-05,9.786008944,3.35E-09
557,summer,rcp45,2031-2060,KNMI,ICHEC-EC-EARTH,RACMO22E,r12i1p1,v1,10.77380193,2.443705834,283.9238019,2.83E-05,7.893267236,2.86E-09
558,summer,rcp45,2031-2060,KNMI,ICHEC-EC-EARTH,RACMO22E,r1i1p1,v1,10.86939987,2.412989051,284.0193999,2.79E-05,8.032841181,2.74E-09
559,summer,rcp45,2031-2060,KNMI,MOHC-HadGEM2-ES,RACMO22E,r1i1p1,v2,12.51223346,2.602891006,285.6622335,3.01E-05,7.746187349,3.35E-09
560,summer,rcp45,2031-2060,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r1i1p1,v1,11.96057375,2.732384779,285.1105738,3.16E-05,5.960951669,3.75E-09
561,summer,rcp45,2031-2060,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r2i1p1,v1,12.19142119,2.826560705,285.3414212,3.27E-05,6.51220306,3.94E-09
562,summer,rcp45,2031-2060,SMHI,CNRM-CERFACS-CNRM-CM5,RCA4,r1i1p1,v1,11.76827874,3.064147088,284.9182787,3.55E-05,8.39748262,4.86E-09
563,summer,rcp45,2031-2060,SMHI,ICHEC-EC-EARTH,RCA4,r12i1p1,v1,10.48404045,3.047800955,283.6340404,3.53E-05,6.191289037,4.10E-09
564,summer,rcp45,2031-2060,SMHI,IPSL-IPSL-CM5A-MR,RCA4,r1i1p1,v1,10.91130468,3.098155399,284.0613047,3.59E-05,8.687293911,4.81E-09
565,summer,rcp45,2031-2060,SMHI,MOHC-HadGEM2-ES,RCA4,r1i1p1,v1,12.07219169,3.213382108,285.2221917,3.72E-05,5.975726121,4.64E-09
566,summer,rcp45,2031-2060,SMHI,MPI-M-MPI-ESM-LR,RCA4,r1i1p1,v1a,11.58043526,3.510530159,284.7304353,4.06E-05,5.485938273,4.83E-09
567,summer,rcp45,2031-2060,SMHI,NCC-NorESM1-M,RCA4,r1i1p1,v1,10.38616179,2.84541638,283.5361618,3.29E-05,6.644294247,4.14E-09
568,summer,rcp45,2071-2100,CLMcom,CNRM-CERFACS-CNRM-CM5,CCLM4-8-17,r1i1p1,v1,13.77797868,2.123868028,286.9279787,2.46E-05,9.975552663,3.22E-09
569,summer,rcp45,2071-2100,CLMcom,ICHEC-EC-EARTH,CCLM4-8-17,r12i1p1,v1,12.19463618,2.618700532,285.3446362,3.03E-05,7.329787453,3.67E-09
570,summer,rcp45,2071-2100,CLMcom,MOHC-HadGEM2-ES,CCLM4-8-17,r1i1p1,v1,14.42905584,2.40042577,287.5790558,2.78E-05,8.466950154,3.66E-09
571,summer,rcp45,2071-2100,CLMcom,MPI-M-MPI-ESM-LR,CCLM4-8-17,r1i1p1,v1,12.50780941,3.004090701,285.6578094,3.48E-05,5.485584057,4.04E-09
572,summer,rcp45,2071-2100,DMI,ICHEC-EC-EARTH,HIRHAM5,r3i1p1,v2,12.35162124,3.139681301,285.5016212,3.63E-05,7.403442893,5.84E-09
573,summer,rcp45,2071-2100,DMI,MOHC-HadGEM2-ES,HIRHAM5,r1i1p1,v2,14.23019345,3.154394123,287.3801934,3.65E-05,7.952977303,6.34E-09
574,summer,rcp45,2071-2100,DMI,NCC-NorESM1-M,HIRHAM5,r1i1p1,v3,11.51206859,3.092078666,284.6620686,3.58E-05,8.019439369,5.79E-09
575,summer,rcp45,2071-2100,GERICS,ICHEC-EC-EARTH,REMO2015,r1i1p1,v1,12.71293691,2.809497398,285.8629369,3.25E-05,7.390364812,4.23E-09
576,summer,rcp45,2071-2100,GERICS,MOHC-HadGEM2-ES,REMO2015,r1i1p1,v1,14.66177182,2.957720336,287.8117718,3.42E-05,7.103119333,5.25E-09
577,summer,rcp45,2071-2100,GERICS,NCC-NorESM1-M,REMO2015,r1i1p1,v1,12.34417454,2.757180489,285.4941745,3.19E-05,7.639627185,4.30E-09
578,summer,rcp45,2071-2100,IPSL,IPSL-IPSL-CM5A-MR,WRF381P,r1i1p1,v1,14.18979996,2.782085446,287.3398,3.22E-05,15.29807375,3.68E-09
579,summer,rcp45,2071-2100,KNMI,CNRM-CERFACS-CNRM-CM5,RACMO22E,r1i1p1,v2,13.10208837,2.512500196,286.2520884,2.91E-05,9.823192597,3.47E-09
580,summer,rcp45,2071-2100,KNMI,ICHEC-EC-EARTH,RACMO22E,r12i1p1,v1,11.63995384,2.541761971,284.7899538,2.94E-05,7.66163494,3.04E-09
581,summer,rcp45,2071-2100,KNMI,ICHEC-EC-EARTH,RACMO22E,r1i1p1,v1,11.75330292,2.373563727,284.9033029,2.75E-05,7.665032837,2.82E-09
582,summer,rcp45,2071-2100,KNMI,MOHC-HadGEM2-ES,RACMO22E,r1i1p1,v2,13.81790503,2.62535859,286.967905,3.04E-05,8.616987422,3.51E-09
583,summer,rcp45,2071-2100,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r1i1p1,v1,12.45112113,2.720499332,285.6011211,3.15E-05,6.331633669,3.74E-09
584,summer,rcp45,2071-2100,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r2i1p1,v1,12.34758189,2.650750341,285.4975819,3.07E-05,6.129999811,3.72E-09
585,summer,rcp45,2071-2100,SMHI,CNRM-CERFACS-CNRM-CM5,RCA4,r1i1p1,v1,12.47074082,3.136109016,285.6207408,3.63E-05,7.768572076,5.15E-09
586,summer,rcp45,2071-2100,SMHI,ICHEC-EC-EARTH,RCA4,r12i1p1,v1,11.34082216,3.223613866,284.4908222,3.73E-05,6.129513355,4.53E-09
587,summer,rcp45,2071-2100,SMHI,IPSL-IPSL-CM5A-MR,RCA4,r1i1p1,v1,11.77979226,3.14462567,284.9297923,3.64E-05,8.392806111,5.24E-09
588,summer,rcp45,2071-2100,SMHI,MOHC-HadGEM2-ES,RCA4,r1i1p1,v1,13.30798527,3.253492625,286.4579853,3.77E-05,6.115063922,4.80E-09
589,summer,rcp45,2071-2100,SMHI,MPI-M-MPI-ESM-LR,RCA4,r1i1p1,v1a,12.02608266,3.559032517,285.1760827,4.12E-05,5.436950429,4.95E-09
590,summer,rcp45,2071-2100,SMHI,NCC-NorESM1-M,RCA4,r1i1p1,v1,11.06570675,3.153053455,284.2157067,3.65E-05,6.759476671,4.62E-09
591,summer,rcp85,2031-2060,CLMcom-ETH,ICHEC-EC-EARTH,COSMO-crCLIM-v1-1,r12i1p1,v1,11.96560233,2.645080874,285.1156023,3.06E-05,6.776367402,4.12E-09
592,summer,rcp85,2031-2060,CLMcom-ETH,MPI-M-MPI-ESM-LR,COSMO-crCLIM-v1-1,r1i1p1,v1,12.66408002,3.141610369,285.81408,3.64E-05,5.363647488,4.85E-09
593,summer,rcp85,2031-2060,CLMcom-ETH,MPI-M-MPI-ESM-LR,COSMO-crCLIM-v1-1,r2i1p1,v1,12.56894922,3.076309046,285.7189492,3.56E-05,5.467720842,4.82E-09
594,summer,rcp85,2031-2060,CLMcom-ETH,NCC-NorESM1-M,COSMO-crCLIM-v1-1,r1i1p1,v1,11.63649154,2.736723766,284.7864915,3.17E-05,7.498969554,4.50E-09
595,summer,rcp85,2031-2060,CLMcom,CNRM-CERFACS-CNRM-CM5,CCLM4-8-17,r1i1p1,v1,13.26734447,2.158353936,286.4173445,2.50E-05,7.98173534,3.17E-09
596,summer,rcp85,2031-2060,CLMcom,ICHEC-EC-EARTH,CCLM4-8-17,r12i1p1,v1,12.18529347,2.521824873,285.3352935,2.92E-05,8.344386301,3.57E-09
597,summer,rcp85,2031-2060,CLMcom,MOHC-HadGEM2-ES,CCLM4-8-17,r1i1p1,v1,13.71975159,2.417286151,286.8697516,2.80E-05,8.306785317,3.58E-09
598,summer,rcp85,2031-2060,CLMcom,MPI-M-MPI-ESM-LR,CCLM4-8-17,r1i1p1,v1,12.47167509,3.003594849,285.6216751,3.48E-05,5.471534781,4.05E-09
599,summer,rcp85,2031-2060,DMI,CNRM-CERFACS-CNRM-CM5,HIRHAM5,r1i1p1,v2,13.30784788,3.276837006,286.4578479,3.79E-05,8.505887283,7.02E-09
600,summer,rcp85,2031-2060,DMI,ICHEC-EC-EARTH,HIRHAM5,r12i1p1,v1,12.03144098,3.055449868,285.181441,3.54E-05,7.945832875,5.51E-09
601,summer,rcp85,2031-2060,DMI,ICHEC-EC-EARTH,HIRHAM5,r1i1p1,v1,11.81603649,3.276133983,284.9660365,3.79E-05,7.770214779,5.87E-09
